token,user,verdict,validator,submission
21bdf9bd-8549-4e6a-a2d3-ad73a6167ff6,node0yuv3iymw0fawbz52dhwzrr6x24056,CORRECT,bjv211,de225476-eb06-4cf6-b4f3-dc58e36712af
dfe8bd5b-5874-4c17-b86d-5fd45236f4a2,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv211,3df64fab-da2d-4150-9cc6-d82838c4a3c0
773d1385-feec-47e8-83b2-b2949a2b8664,node0gwfqp9q56yjh101ewzvc9yez720735,WRONG,bjv211,392dea06-c9ee-4d9f-81e2-519874f37ba4
6229de54-7fc3-4118-8108-01e70e2ea8f0,node0yuv3iymw0fawbz52dhwzrr6x24056,CORRECT,bjv211,661ab6cb-92cf-4670-982c-cd943ccb63d3
5314d37d-8be2-4be0-a9b0-42b7ffcd63e7,node03wc3plhg6vyd1bbo2x0wahcl841721,WRONG,bjv211,9080f1ab-680f-4f63-9b56-0cb742649529
4e70f232-00a1-4648-8aa1-4465e7fd52f8,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv211,50929585-815d-4aef-9d76-d50b051d5a51
be515caf-84bd-48b8-b520-4e27d149f6e7,node0vvzr5i2unv5t1ekxcfys58jy46505,WRONG,bjv211,50235a72-fe3f-4306-b900-b3b0ef9e950d
bb698e93-7c2c-40fc-9f04-1e2d9dd8fa05,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv211,6ee2abfa-6b86-4587-aba9-55fb031ea578
bc8e9e27-53a8-437d-af51-095184f6a867,node0gwfqp9q56yjh101ewzvc9yez720735,CORRECT,bjv211,b70cd5df-d935-41e1-b97f-6c1b53ed4750
3da02847-6049-43c5-918a-c2bef2e7f52f,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv211,325a55db-c6da-42f6-be64-ff8273bdeb2a
f32965df-74b4-49f9-813a-54385fe5d1c3,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv211,a85c6865-d7a6-4281-a5e4-32218ebdaa0c
7387a750-3079-4bbb-8500-1a6ade35e89d,node0yuv3iymw0fawbz52dhwzrr6x24056,CORRECT,bjv211,9e85699b-05aa-4e48-b183-a1d49fe64bdd
acd3796b-0d5b-4f28-b883-78a814b37893,node0gwfqp9q56yjh101ewzvc9yez720735,CORRECT,bjv211,72ed3031-8a41-4a72-8c6e-fa7df26fc8bb
28f02946-6278-493b-9a53-17d8fbeb892d,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv211,2568d53b-6256-4a01-b76a-f38817dc43bc
1dbbfd81-3230-4034-a760-ab9dc40300f7,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv211,8cc619a2-4b5b-4180-97f6-bd8002606b87
3be34399-e22c-40d7-9faa-5b51814aa719,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv211,1db75825-bd4a-4e86-8f3b-003ca23af011
ad7df420-b7e1-4204-aad1-a7df1694b139,node0vvzr5i2unv5t1ekxcfys58jy46505,WRONG,bjv211,aab9b8d5-3d63-421e-9f00-5bce57c636ca
f25a6ab4-a51f-47b0-895a-6a638393411c,node0gwfqp9q56yjh101ewzvc9yez720735,WRONG,bjv211,d309ce33-fc88-45df-a4af-a05f2973d22d
355f27ae-13dd-48b5-b25c-a5ccc7265e69,node0yuv3iymw0fawbz52dhwzrr6x24056,WRONG,bjv211,81fbc928-10b3-4766-8471-4ffa418d08aa
2cafcc64-6229-4c78-a4cc-d327653857e3,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv211,dcf73e9a-6190-4673-bc7f-3048820f488d
a2743269-1659-43b4-a381-916b9c598e7f,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv211,ad71c80a-32ca-43c7-95e7-6728295e1a25
e388170c-f270-4ebb-9f2d-977d244c0849,node0gwfqp9q56yjh101ewzvc9yez720735,CORRECT,bjv211,4fab400c-0f11-429e-b30c-5d05f83a9bdb
15ba3b3f-bee9-4dba-a3a9-1081ca9aff17,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv211,53450344-8e82-4464-92bf-f819dcd73e15
02718dc9-b4a2-4664-949a-10aacca641b3,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv211,83a1f25e-12a0-463d-8c7f-691a83105b0d
ecc0e26c-07c1-434f-882b-2c5c912a8b47,node07roeyegtwukc17bcq0rkh89g32838,WRONG,bjv211,24adaa10-7a5f-45c2-bce7-99f1f462c1cf
ae0452e2-66ec-4a2b-b39a-b7cadf0195eb,node0gwfqp9q56yjh101ewzvc9yez720735,CORRECT,bjv211,cb34bae4-2988-4229-a66a-496f77b8a829
366b39e6-c2ba-4b0a-99a7-5f91ede190ab,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv211,1716f3a2-8b6d-4dd6-b2cd-f061f7f7aef6
63183f1e-7c39-4259-a0a9-26802a7037ec,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv211,fab7a3d2-1844-4c93-9a3a-c7fc8ba5be1c
d2f7ff0a-bbe1-4682-af1d-d62c97a4f46d,node0yuv3iymw0fawbz52dhwzrr6x24056,CORRECT,bjv211,20d77f38-3b6b-4a71-8958-a3b4f91cf911
3442248c-efee-4d6c-a082-7a3d5be521c3,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv211,c85d6730-4060-4cd1-8c06-e6be435ea5b8
d80cc345-92d6-4e4f-8ca8-1026345bec2e,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv211,444a9e3e-9ba4-47c0-bd74-7163bc1a3135
d4070258-d5e6-486c-b7f8-a3b3eaec7fe2,node0yuv3iymw0fawbz52dhwzrr6x24056,CORRECT,bjv211,70a71eda-a02e-4750-bfb5-9367035d14b3
dbb40b96-9ee1-4f6c-b2d0-6a36734955e6,node03wc3plhg6vyd1bbo2x0wahcl841721,WRONG,bjv211,47bda1ca-34a7-4af4-82d7-15f6ef8612b6
38287876-1eb4-4215-8c65-3e4705199601,node07roeyegtwukc17bcq0rkh89g32838,UNDECIDABLE,bjv211,d3213df4-c781-4795-8780-5b98ebde49e0
959e9c5d-a683-4d9f-8a9e-8fca5be3590c,node0gwfqp9q56yjh101ewzvc9yez720735,CORRECT,bjv211,dd86a76f-d6f3-4e26-b112-65e59b6ef42a
cc59d163-d502-4060-9171-929e157b389d,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv211,d69d7166-d6a7-44aa-9114-f19c202bf839
85a53600-e58b-44e3-b4e3-c0158f35e03d,node0yuv3iymw0fawbz52dhwzrr6x24056,CORRECT,bjv211,f8e53007-2268-4bcb-ba65-f76b18567738
ce31d178-569c-48a4-ad4d-a6fccec9d73c,node0gwfqp9q56yjh101ewzvc9yez720735,CORRECT,bjv211,2a0acd5c-dfc4-446c-8954-84026b4f2f49
35237751-2cad-4d14-8270-974eebc6ca87,node0vvzr5i2unv5t1ekxcfys58jy46505,WRONG,bjv211,d918f390-78ca-44db-bf58-7a757a0fd1cd
e55a30d9-fcd0-4e48-9d0a-f0f2a1400501,node0yuv3iymw0fawbz52dhwzrr6x24056,WRONG,bjv211,6f596bf1-b881-409e-bf4d-86c002a0600c
52dc874b-a15d-4e28-afd7-d2575e7270fe,node03wc3plhg6vyd1bbo2x0wahcl841721,WRONG,bjv211,24cd4e61-e88c-4894-ae6b-374393d323fc
030ad1e4-dde2-44e3-aaa2-b940b9d63298,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv211,d4d037de-f131-4b75-bf0a-2a2ed22c5d3b
1541c90a-2b0e-4344-8fd5-fa0ed008067d,node0gwfqp9q56yjh101ewzvc9yez720735,CORRECT,bjv211,762ee7c6-005f-43cd-8a59-17e2230ed61d
b253fe5e-52e4-4069-9bd8-464e8aec73b9,node0gwfqp9q56yjh101ewzvc9yez720735,WRONG,bjv211,aa84347c-52ca-4c35-8b32-3a585db5826b
0161453c-f2df-4e70-b4c6-80ebb1ac38dc,node07roeyegtwukc17bcq0rkh89g32838,WRONG,bjv211,858dd1bc-bbac-4a96-9a02-987757fb27bb
1f828ee6-5418-4769-b7ab-b1bff7459dcf,node03wc3plhg6vyd1bbo2x0wahcl841721,WRONG,bjv211,e3b66124-ea75-45ed-9d2e-c24b5ff5ef8c
87184140-9274-4d70-be8f-e35e5e4120e1,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv211,fcb4ccca-f59c-4d80-98bc-26be6646a416
5ac55a7a-9c36-4270-ba6a-a2845e554266,node0yuv3iymw0fawbz52dhwzrr6x24056,CORRECT,bjv211,d0e5d07d-20b8-43ad-aa8e-ffa27978dbf1
2169d05d-50fa-4c18-84a7-e085c7192fcf,node0gwfqp9q56yjh101ewzvc9yez720735,WRONG,bjv211,0feae8d3-9f53-46e0-8f3d-a41b684bc24f
882746a8-1687-4e87-be69-b5414ed9eab2,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv211,d903f2be-2a07-4e89-aed3-c609a9803307
ff8fd2ae-ce13-44b5-abff-372df026fb9d,node0yuv3iymw0fawbz52dhwzrr6x24056,CORRECT,bjv211,127a3545-2ccd-4c6e-8371-1c54d36ff5fa
f1c1b6b0-a6d7-413a-b11e-867d4ca3bf4c,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv211,b2b72611-3e74-4fca-a4eb-894bb6ca2deb
6a4c3086-2a03-4d83-a9f9-b3d198fc75f2,node07roeyegtwukc17bcq0rkh89g32838,WRONG,bjv211,a7a43460-1545-459b-b3b3-a46f1adc4359
4d87ac17-ba4d-4e69-9766-f0ab39cd4541,node0yuv3iymw0fawbz52dhwzrr6x24056,CORRECT,bjv211,bf0a1552-f1f9-4d6a-bbb0-35365d1abd8d
b67cd8d6-e8ae-443f-bda6-6129215f54a3,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv211,bd5d5ecc-f36a-4754-8f44-cb8d6bffa6d9
155d76b0-efda-4891-a1b9-ec0b99e98b61,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv211,2da41325-b191-47a9-b98e-66038d8a4c8f
8a2ac512-c251-4e65-a73b-a993ef362ba8,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv211,3c0cad64-88aa-46d2-8de8-8c274b51f310
7b2ba835-299e-4364-af16-782e210e39b2,node0gwfqp9q56yjh101ewzvc9yez720735,CORRECT,bjv211,2833e005-9c5b-496d-8638-79c9c8b63658
524cbfdb-65e0-487f-a463-2ec8f8376232,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv211,efad2e51-3729-4b31-a90f-ee20857cb0d3
9d5c9de3-a284-436d-970e-beee2e9a315a,node0vvzr5i2unv5t1ekxcfys58jy46505,WRONG,bjv211,55106fa8-2a06-4daf-a77e-cc03cdc44c18
57bb0fdc-dfce-4fe0-9b27-e195a2610ea5,node0yuv3iymw0fawbz52dhwzrr6x24056,CORRECT,bjv211,d7bd4d03-4659-4f8d-bef6-f7c733554ec0
23ab7af1-3bf4-4529-abb4-40433e2edd81,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv211,2c6389e0-1e73-4843-b7c5-2b58bc47db82
6c1029be-4348-46a7-9283-9f180f33fac3,node0gwfqp9q56yjh101ewzvc9yez720735,WRONG,bjv211,8e798c4c-0fb7-4a69-b400-4b4057d441aa
8e16d404-30ce-4687-9c99-25cedd2d75f0,node07roeyegtwukc17bcq0rkh89g32838,WRONG,bjv211,2859a208-b04c-42d1-9e24-0be018602eff
595cbe4b-9050-47ac-8ac6-8cb07c9097d2,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv211,de9a4a7c-093e-4718-9565-af46ef8d3524
9f04bc06-3128-4524-a7b7-92b0adcdf281,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv211,5e952291-956c-4223-97ad-8ed419ec2a2b
2e1521d7-3ca2-4786-b971-307ee8c75fb5,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv211,74e204fc-9072-4777-8404-2d52479aa7f2
5114cf97-9e75-4507-bbc7-3a25cf57415f,node0yuv3iymw0fawbz52dhwzrr6x24056,WRONG,bjv211,dcdc8718-ad40-408c-a299-f1fc017e0af2
2e69667f-4582-4288-90f0-8ec77848da97,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv211,b0367dc8-d2c5-4af1-850b-c85d0fdc578c
dfd12a52-2031-409a-aaab-5c6e4db0b4be,node0gwfqp9q56yjh101ewzvc9yez720735,CORRECT,bjv211,4510e7b2-e8f0-41f2-9c84-255f230ae581
4968cf82-4833-4ccf-aa93-b193478f9de8,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv211,764cf4de-b6c6-41af-8a65-945b453acd14
7a5dccf8-2828-4e06-9a40-37ac4046f30c,node07roeyegtwukc17bcq0rkh89g32838,WRONG,bjv211,6ad4fe32-de18-4027-83f7-bf6046a17075
c94c1318-35ec-40bd-876c-aea7e394c843,node0yuv3iymw0fawbz52dhwzrr6x24056,CORRECT,bjv211,a27ae2a6-c085-465b-b6b3-fa903d22d076
b4eb31a7-8495-477a-8b98-fc508fd96c2d,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv211,86d4d4e6-eaf4-47f1-b24c-fc6823e768f3
3042946f-0b07-4b60-a1a7-f833068515da,node0gwfqp9q56yjh101ewzvc9yez720735,CORRECT,bjv211,c76bcbdd-bc0b-4937-a7ad-06561f6e9f6c
f64b5315-45f5-4d2e-ad5b-7f56de43e095,node0vvzr5i2unv5t1ekxcfys58jy46505,WRONG,bjv211,e375464e-f5de-4c3f-a150-943bdcffac4e
467e1dc8-470f-4f91-a192-53a43876c091,node03wc3plhg6vyd1bbo2x0wahcl841721,WRONG,bjv211,621c1d89-b781-45f6-9e25-95656f61b028
abadc347-fc3a-47fb-96b5-9ccb026f3e58,node0gwfqp9q56yjh101ewzvc9yez720735,CORRECT,bjv211,b1b8c586-113a-451a-a220-d534f721617b
8f615622-b81a-4b22-987d-3bce4aeb6b3d,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv211,8677405e-4154-4e05-95f5-7de02ae52e7c
67b8770a-d219-4a0e-9d7e-95b40e8ff1e2,node07roeyegtwukc17bcq0rkh89g32838,WRONG,bjv211,9db65682-ed76-408d-a08d-722a108403d9
4415e9d3-f676-4c91-9933-c7011c24fa31,node0yuv3iymw0fawbz52dhwzrr6x24056,CORRECT,bjv211,1bd68924-90c8-4c8b-b77a-af00e99856a8
d52ca453-6136-4441-b97d-a9c3cf537d97,node03wc3plhg6vyd1bbo2x0wahcl841721,WRONG,bjv211,ce658b6b-b478-473f-945a-edfb202bc226
56c7218f-36dd-4f5a-a004-b83b51da6bf6,node0yuv3iymw0fawbz52dhwzrr6x24056,CORRECT,bjv211,0650ab9f-85ae-4415-9a54-481841006c9e
8ff688d8-f0cf-4d4f-b733-e68f4ebaaca1,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv211,f5ab0586-55cc-4439-8ae6-57044b002729
f9349f84-b5f1-41bf-9efe-79cc132e03e0,node0gwfqp9q56yjh101ewzvc9yez720735,CORRECT,bjv211,29070712-6f9e-483c-9564-53306557a9ad
ecea2c5a-9d7d-40a5-ac99-9741e3ff1668,node0gwfqp9q56yjh101ewzvc9yez720735,WRONG,bjv211,8eaea169-3bd8-4677-8cb5-b34013c996b2
4a33f8dc-6d24-430d-be3b-23a6ff923038,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv211,822909e7-46ad-4365-89fc-73fb47c1dbb0
bf86dd20-c137-4169-bc0b-29edf2682e0b,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv211,31653881-20fd-4d0a-9921-dc4043096d75
0cf89aca-3591-4ed3-a732-0353d91d3599,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv211,9178372b-e968-495e-b22c-2d06c5efbc98
021d3cb7-393d-4172-8cfa-04122de3f0c2,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv211,01c3f3b4-d53f-4178-886f-53c5c70ea0e5
d0a49215-cfc1-4337-96ee-33dcefff199c,node0vvzr5i2unv5t1ekxcfys58jy46505,WRONG,bjv211,c6509894-e77e-43fd-b15c-9c4457ae8ff5
46d9cd74-a110-4f69-9d02-ab35fd1739e0,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv211,3d4c791b-e382-48ce-ba5d-d1f4f5d251c9
034fb09b-774d-4d3f-9b79-207fad15ccb4,node03wc3plhg6vyd1bbo2x0wahcl841721,WRONG,bjv211,6d10d5fd-de6e-4e8a-9c11-34588b6bef25
0873cd99-d62f-40fd-800e-e20f3f359943,node0yuv3iymw0fawbz52dhwzrr6x24056,CORRECT,bjv211,18f2621c-66df-48fc-8567-e2030f04f9d6
661b1d01-c707-4f87-b8de-071a1a4a172d,node0gwfqp9q56yjh101ewzvc9yez720735,CORRECT,bjv211,fdff3137-93e0-48ff-89b2-f499ea7c2d18
d7ef0809-ec72-4c32-9a8b-65e347e69528,node07roeyegtwukc17bcq0rkh89g32838,WRONG,bjv211,6b82d54f-accf-455e-8558-629ac3367138
7cb84c35-7cb1-439d-8d4b-339e22699542,node03wc3plhg6vyd1bbo2x0wahcl841721,WRONG,bjv211,84aa5b47-e9c8-497a-af76-b1373ccfcd4e
0e5a3cdf-69eb-4fa1-bf35-15776fed3367,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv211,5526ce4d-4424-40d2-a208-2573592b9b74
40f87b98-93b2-4d4f-96af-2048f6e9b4a4,node0yuv3iymw0fawbz52dhwzrr6x24056,CORRECT,bjv211,c9c520b0-f894-46d4-a526-9a602f6725e2
c9e6d5cc-f07e-486f-b7ee-5083a7681f0c,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv211,0c3a248f-54f0-4a7c-964f-8c2de22162b5
8936f185-2ec9-4ece-8b6c-debc19ec310b,node0yuv3iymw0fawbz52dhwzrr6x24056,CORRECT,bjv211,c261afce-8171-4752-b1d7-d8ebdd93cff5
f19f1f68-1198-4e6e-be34-9d4655dbec2f,node0vvzr5i2unv5t1ekxcfys58jy46505,WRONG,bjv211,4bf35fc4-db48-4e02-9392-c4dd18694edd
e06aa12f-2169-4390-b895-11cb90a6d27e,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv211,577c3f10-cd2a-4340-bdae-af68f2c2e16c
aeeaed96-69ac-4749-a3d5-670940d6e0d5,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv211,65d04d78-05b6-469b-8a86-f1966d5d6e79
469e633c-3a58-4f47-8870-bf58345e41f3,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv211,00f35eb6-6c46-40ae-acb3-4e72e13e9e41
8035685a-06c8-41e5-8bca-d48e5f2b340d,node03wc3plhg6vyd1bbo2x0wahcl841721,WRONG,bjv211,e6f1a7ac-7704-484b-b7bd-8cc91ad8195f
d7173d90-0cf5-469a-ba7d-b83b83144ce5,node0vvzr5i2unv5t1ekxcfys58jy46505,WRONG,bjv211,60bc8a10-6a45-4090-83b3-33a4a3a6a8de
d82758cf-4533-47ea-95f5-95c3439abe68,node0gwfqp9q56yjh101ewzvc9yez720735,WRONG,bjv211,2dbf4c8b-2385-4eb8-9c39-29deca4175e3
f9a7d302-0691-4040-89e8-e172615d5d41,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv211,9c53b392-0f82-480b-9d4c-44a6ba270d8c
7f808ea8-8184-45c3-b470-2af4d71db8fd,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv211,0bbc9d70-945d-4367-b417-56732191ab3e
c803355c-fa6b-45fa-90e2-20f05ccbdd8d,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv211,947a570d-c5e0-4194-8a77-ff978b09aa5e
2aeb4549-2e6e-4bde-9c92-cf49ce534e0a,node0yuv3iymw0fawbz52dhwzrr6x24056,CORRECT,bjv211,17283596-c5bb-4917-ab4f-9d7b9324cd2a
29cfa1a9-2890-48c1-8a34-cd1680008d36,node0gwfqp9q56yjh101ewzvc9yez720735,CORRECT,bjv211,67223e1b-978d-4bf4-86ce-70a461e0edbd
764c3959-8d1a-453a-a354-6b73f7aad304,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv211,5ad7c818-5fff-4b89-800d-2ea6d1a82799
467b8fa9-58fd-496d-a5fd-9c30d88a55ae,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv211,56668c02-0b78-4513-b499-d3770fdea7e1
9477b4ae-4e17-4f13-a55a-0942080f4b9b,node0gwfqp9q56yjh101ewzvc9yez720735,CORRECT,bjv211,6318d4a1-b9ab-49ee-9b6b-e41eb3225a51
0fd619d2-cdff-45e7-8eac-be0f00aa0bbc,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv211,4869a4e1-b5f9-45fb-a837-13c2f8d2779d
141ad773-baba-4fcb-a63e-6e131318eca1,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv211,dca972c5-19ce-4aaa-8579-e44f2cbb490a
c9c45441-a781-46b2-a7df-0cd7489f5e49,node0gwfqp9q56yjh101ewzvc9yez720735,CORRECT,bjv211,32ffdf3a-fc6d-46af-a6ad-197588f43360
508a2b06-b2cc-4058-9af5-50f8bebd19dd,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv211,a24afdc3-4b44-40fa-90d0-c8f68cef044c
25109b5f-cc03-43bc-bfa5-03b0ec22670a,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv211,a4a26ee1-a3de-49cc-9a9a-aee5e09c8356
527eefdd-1fd5-49fc-8a94-d52e0d1be7b1,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv211,eea984fc-d957-4910-8620-7c8c3cdfe012
a06a6c5c-198a-4380-92d2-42be820262de,node0gwfqp9q56yjh101ewzvc9yez720735,CORRECT,bjv211,c8aa42f7-2182-4b6b-88c0-674f054b09b2
fc5640d6-e630-4d8e-983c-5b2cb78fa0fa,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv211,21f10fdd-fe21-4d58-9802-c80b611fe78a
c52294b8-2ba7-4677-9860-834a7c658681,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv211,9b2ce7b2-17db-4b6f-9ca5-3fafb2250764
19b6887f-fd00-4dc5-a1ab-ae1ee14518d2,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv211,502fd014-aa9c-42b7-bc27-624e0c6aa84a
24ba6022-4434-4ed2-b312-13c1c90aac43,node0yuv3iymw0fawbz52dhwzrr6x24056,CORRECT,bjv211,512dfb5b-9d84-42d7-820b-62bc7e6cacb2
04e2a2c0-67bf-4bd0-8ce3-0d526df7c32a,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv211,5884bcc4-feb5-41e6-9d98-94808811f342
9e5227e3-e199-4f26-923d-825a04531175,node0gwfqp9q56yjh101ewzvc9yez720735,CORRECT,bjv211,aa9c7c7f-d49c-4bc0-8d6f-1240e4168172
27549543-2a4d-4c73-9170-bc81dd33b71c,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv211,d7d2b703-7121-4afb-a6bf-30c0d6725e57
39e58694-26d3-4549-818d-45273c95f94f,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv211,8be1d812-d2c2-40da-b634-7597bb9668d5
9b6cfbc7-c4e9-4f3d-a150-9400888cea36,node0yuv3iymw0fawbz52dhwzrr6x24056,CORRECT,bjv211,c397ab31-7a42-4480-9918-f4f365ff9c08
20736b3d-7c9c-4bc4-89e9-765e44bf9c0b,node0gwfqp9q56yjh101ewzvc9yez720735,CORRECT,bjv211,d1491939-b0af-42da-81a1-148e88a06b36
2ba3e44d-a2ec-44b9-9a07-c50f782b9d6f,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv211,65b3746f-6863-4b26-a3a2-37f024493ed3
cc49a5a1-c352-4edd-b2d1-82cd95a5fd45,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv211,70180e8e-441b-4cef-bb05-cbf2440ec088
2cc0037b-f482-4350-8bd4-7c83e9046274,node0gwfqp9q56yjh101ewzvc9yez720735,CORRECT,bjv211,25e92d6b-5b9b-40ea-9a11-a432ccb5a6c7
bcb03571-79cd-449b-80b7-51bb39aeb4fb,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv211,cf4c13b6-4745-430f-817a-75c912d136ff
88b285ef-d0fb-4d0f-9804-5c8bd66a9f3c,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv211,8f8d2729-2294-48be-91d9-3db2031725e0
714c4d91-23a4-4081-bac9-f539248b293e,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv211,368b5b57-64da-4056-aa80-a7137b1f744f
78817ee1-780c-44fa-90c2-f06cc1a340c5,node0gwfqp9q56yjh101ewzvc9yez720735,CORRECT,bjv211,15381981-b62a-48e0-9cb5-4652a11a8c81
2b9510c1-9f90-4131-b293-5250c1dc85d0,node0yuv3iymw0fawbz52dhwzrr6x24056,WRONG,bjv211,3608cfee-04e9-4c4d-9eef-8949f3de77b3
a178148c-1662-4b07-b133-9a0a255ff9f1,node07roeyegtwukc17bcq0rkh89g32838,CORRECT,bjv211,db26d1c9-034d-45e2-ab8c-4e43a6001a13
6ee9d7b1-4df2-4b00-9948-3420c5ab89fa,node07roeyegtwukc17bcq0rkh89g32838,WRONG,bjv211,22f5ba53-c14c-40ac-9078-dc618ada2f86
14aa10d2-312f-4b2b-aad7-e94e8ddf3688,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv211,1ec79dc1-b26b-4ea8-8987-3411c23270f0
b428caad-a5cb-450f-b9ec-cd5855ebc938,node0vvzr5i2unv5t1ekxcfys58jy46505,WRONG,bjv211,1bacb57c-dc40-4d03-9034-d4ccc22966e9
e40b667d-aed3-4c51-a4ab-01e1db435293,node0gwfqp9q56yjh101ewzvc9yez720735,CORRECT,bjv211,3d375e95-1e83-4faf-a15b-d19952e9f6b7
a4c71cdb-bacc-499e-9242-5000613e1cb5,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv211,a11c5997-3288-42fd-9dd2-15466ab5d16e
9394719b-c49b-44a7-8767-dc602477798f,node0gwfqp9q56yjh101ewzvc9yez720735,CORRECT,bjv211,e1832dfd-f962-4c47-b07e-3dc0882a603e
faacae09-f871-45aa-bfd1-af779cf8e93e,node03wc3plhg6vyd1bbo2x0wahcl841721,CORRECT,bjv211,24356e45-adad-46ac-85ed-59cc36860a3b
cadd8a54-d2ad-429e-a912-449d923d17c7,node0gwfqp9q56yjh101ewzvc9yez720735,WRONG,bjv211,f5162705-33b5-4e9d-82f0-62f083f8f5ca
5e03f3d5-6a06-4390-a96c-6a506be8c4d2,node0yuv3iymw0fawbz52dhwzrr6x24056,CORRECT,bjv211,7c56134d-8526-4c9f-9a3d-ea9d9b519db5
f6c2e023-1920-43fc-a2af-39cf664b0805,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv211,15cae049-d48f-4020-ad50-c5cf918e5507
10155c95-8911-4ccd-b3dc-ceb73c5f806b,node0vvzr5i2unv5t1ekxcfys58jy46505,CORRECT,bjv211,d2263c2f-928f-420b-8862-77ffe105dfcc
be0b10d1-ba65-44a8-ab85-a76431349a4c,node0yuv3iymw0fawbz52dhwzrr6x24056,WRONG,bjv211,91eea5b0-68e0-4bc2-939d-e36e17265311
